"Variable","Importance"
"TYSND1",-0.000282305868405452
"SAR1A",0
"PPA1",0
"NPFFR1",-0.000152637818612922
"LRRC20",0
"EIF4EBP2",-2.74155305275636e-05
"NODAL",0
"PALD1",0
"PRF1",0
"ADAMTS14",0.000111885002963841
"TBATA",0
"SGPL1",1.03734439834025e-05
"PCBD1",-1.11144042679312e-05
"UNC5B",0
"SLC29A3",0
"CDH23",0
"C10orf105",0
"C10orf54",0
"PSAP",0.000131890930646117
"CHST3",0
"SPOCK2",0
"ASCC1",-0.000117812685240071
"ANAPC16",0
"DDIT4",0
"DNAJB12",0
"MICU1",0
"MCU",0
"MIR4676",0
"OIT3",0
"PLA2G12B",0
"P4HA1",-5.5572021339656e-05
"NUDT13",0
"ECD",0
"FAM149B1",9.18790752815646e-05
"DNAJC9",0
"MRPS16",0.000103734439834026
"TTC18",0
"ANXA7",-0.00016523414344991
"MSS51",-0.000680942501481921
"PPP3CB",0
"USP54",0
"MYOZ1",0
"SYNPO2L",0
"AGAP5",0
"RNA5SP320",0
"BMS1P4",0.000309721398933017
"GLUD1P3",0
"SEC24C",0
"FUT11",0
"CHCHD1",0
"ZSWIM8",0
"NDST2",0
"CAMK2G",0
"C10orf55",0
"PLAU",0
"VCL",0
"AP3M1",0
"ADK",0
"KAT6B",0
"DUPD1",0
"DUSP13",0
"SAMD8",5.33491404860698e-05
"VDAC2",0
"COMTD1",0
"ZNF503",0
"MIR606",0
"C10orf11",0
"RN7SL518P",0.000210432720806165
"KCNMA1",0
"RNA5SP321",-0.00020080023710729
"DLG5",0
"RN7SL284P",0
"POLR3A",0
"RPS24",0
"LINC00856",0
"LINC00595",0
"ZMIZ1",0
"PPIF",0
"ZCCHC24",0
"ANXA11",0
"EIF5AL1",0.00014226437462952
"LINC00857",0
"MBL1P",0
"NUTM2B",0
"NUTM2E",0
"PLAC9",0
"SFTPA1",-0.000203023117960877
"SFTPA2",0
"SFTPD",0
"TMEM254",0
"MAT1A",0
"DYDC1",0
"DYDC2",7.26141078838172e-05
"FAM213A",0
"TSPAN14",5.5572021339656e-05
"SH2D4B",0
"NRG3",-7.40960284528747e-06
"GHITM",-2.37107291049199e-05
"C10orf99",0
"CDHR1",0
"LRIT2",0
"LRIT1",0
"RGR",2.14878482513337e-05
"LINC00858",0
"CCSER2",0
"GRID1",0
"RN7SKP238",-0.000145228215767635
"RNA5SP322",-0.000255631298162418
"MIR346",0.000374184943687018
"WAPAL",0
"OPN4",0
"LDB3",2.29697688203911e-05
"BMPR1A",1.85240071132187e-05
"MMRN2",0
"SNCG",0
"ADIRF",0
"AGAP11",0
"FAM25A",0
"GLUD1",0
"FAM35A",0
"LINC00863",0
"LINC00864",0.000413455838767042
"NUTM2A",0
"NUTM2D",5.18672199170123e-06
"RN7SL733P",0
"MINPP1",-4.81624184943685e-05
"PAPSS2",-5.92768227622997e-05
"ATAD1",0
"CFL1P1",0
"RN7SL78P",-0.000105216360403082
"KLLN",0
"PTEN",0
"RNLS",0
"LIPJ",1.77830468286899e-05
"LIPF",0
"LIPK",0
"LIPN",0
"LIPM",0
"ANKRD22",0
"STAMBPL1",0.000389745109662122
"ACTA2",0
"FAS",0
"CH25H",-5.92768227622997e-05
"LIPA",0
"IFIT2",-0.00016597510373444
"IFIT3",-0.000163011262596325
"IFIT1B",0
"IFIT1",0
"IFIT5",0
"SLC16A12",0
"PANK1",0
"MIR107",7.85417901600471e-05
"KIF20B",0.000103734439834025
"LINC00865",-0.000112625963248369
"RN7SKP143",-3.85299347954948e-05
"HTR7",-0.000158565500889151
"RPP30",0
"ANKRD1",0.00034973325429757
"LINC00502",-8.44694724362771e-05
"PCGF5",0
"HECTD2",0.000147451096621222
"PPP1R3C",0
"TNKS2",-0.000228215767634854
"FGFBP3",-6.74273858921159e-05
"BTAF1",0
"CPEB3",0
"MARCH5",0
"HHEX",0
"IDE",0
"KIF11",0
"RN7SL644P",0.000233402489626556
"EXOC6",-0.000267486662714879
"CYP26C1",0
"CYP26A1",0
"MYOF",0
"CEP55",-0.000154860699466509
"RNA5SP323",6.81683461766447e-05
"FFAR4",0
"RBP4",0
"PDE6C",0.000168938944872555
"FRA10AC1",0.000172643746295199
"LGI1",0
"SLC35G1",0
"PIPSL",0
"PLCE1",0
"RNY4P26",0
"NOC3L",-0.000115589804386486
"TBC1D12",-5.40901007705985e-05
"HELLS",0
"CYP2C18",0
"CYP2C19",0
"CYP2C9",0
"CYP2C8",7.3355068168347e-05
"C10orf129",0
"PDLIM1",0
"SORBS1",0.000300829875518672
"ALDH18A1",0
"TCTN3",-6.52045050385308e-05
"ENTPD1",-0.000295643153526971
"C10orf131",-0.000288233550681684
"CC2D2B",0
"CCNJ",0
"MIR3157",0
"ZNF518A",0.000328245406046236
"BLNK",0.000664641375222288
"DNTT",0
"OPALIN",0
"TLL2",0
"TM9SF3",-0.000163011262596324
"PIK3AP1",0
"RNA5SP324",0.000168938944872555
"MIR607",0
"LCOR",0
"C10orf12",0
"SLIT1",0
"ARHGAP19",0
"FRAT1",0
"FRAT2",-4.14937759336098e-05
"RRP12",0
"PGAM1",0
"EXOSC1",-0.000152637818612923
"ZDHHC16",0.000232661529342028
"MMS19",0
"UBTD1",5.2608180201541e-05
"ANKRD2",-1.40782454060462e-05
"HOGA1",0
"PI4K2A",-6.07587433313572e-05
"C10orf62",0
"MORN4",0
"AVPI1",0
"MARVELD1",2.66745702430349e-05
"ZFYVE27",0
"SFRP5",0
"LINC00866",0
"GOLGA7B",0
"CRTAC1",-0.000117071724955542
"R3HCC1L",1.18553645524599e-05
"LOXL4",0
"PYROXD2",-7.92827504445759e-05
"MIR1287",0.000176348547717843
"HPS1",0
"MIR4685",0
"HPSE2",-2.96384113811499e-06
"CNNM1",0
"GOT1",0
"SLC25A28",-0.000196354475400118
"ENTPD7",0
"CUTC",0
"COX15",0
"ABCC2",0.000115589804386486
"DNMBP",0.00013633669235329
"CPN1",-0.00019487255483106
"ERLIN1",0
"CHUK",0
"CWF19L1",-6.22406639004158e-05
"BLOC1S2",0
"PKD2L1",0.000488292827504446
"SCD",0
"LINC00263",0
"WNT8B",-9.9288678126852e-05
"SEC31B",0
"NDUFB8",-1.25963248369887e-05
"HIF1AN",0
"PAX2",0
"FAM178A",0
"MIR608",0
"MRPL43",0.000339359810314168
"SEMA4G",0
"C10orf2",0
"LZTS2",2.14878482513337e-05
"PDZD7",0
"SFXN3",-0.000185240071132188
"KAZALD1",0
"TLX1NB",0
"TLX1",6.66864256075872e-06
"LBX1",0
"BTRC",3.70480142264373e-06
"DPCD",1.55601659751037e-05
"POLL",0
"FBXW4",0
"FGF8",0
"MGEA5",-4.00118553645523e-05
"NPM3",0
"KCNIP2",-0.000209691760521635
"C10orf76",-0.000334173088322465
"HPS6",0
"LDB1",0
"PPRC1",0
"NOLC1",0
"ELOVL3",0
"PITX3",-0.00017116182572614
"GBF1",0
"NFKB2",0
"PSD",0
"CUEDC2",0.000159306461173681
"FBXL15",0
"MIR146B",0.000126704208654416
"C10orf95",0
"TMEM180",0
"ACTR1A",0
"SUFU",0
"TRIM8",0
"ARL3",0.000524599881446355
"SFXN2",0
"WBP1L",-1.77830468286899e-05
"CYP17A1",0
"BORCS7",0
"C10orf32",0
"AS3MT",-0.000124481327800829
"CNNM2",0
"NT5C2",0
"INA",-0.000153378778897452
"PCGF6",0
"TAF5",0.000197095435684647
"CALHM1",0
"CALHM2",0.000150414937759337
"MIR1307",0
"PDCD11",0
"USMG5",0
"CALHM3",0.000390486069946652
"NEURL",0
"SH3PXD2A",0
"OBFC1",0
"SLK",0.000118553645524599
"RN7SL524P",0
"COL17A1",-0.000328245406046235
"MIR936",0
"SFR1",0
"WDR96",0
"MIR609",0.000319353882631892
"GSTO1",0
"GSTO2",0
"ITPRIP",0
"CCDC147",3.11203319502074e-05
"SORCS3",0
"SORCS1",-9.48429164196796e-05
"RNA5SP325",9.63248369887371e-06
"RNA5SP326",0
"RN7SKP278",0
"XPNPEP1",5.92768227622997e-06
"ADD3",0
"MXI1",0.000389745109662122
"SMNDC1",0
"DUSP5",0
"SMC3",0
"RBM20",0
"RN7SKP288",0
"RNA5SP327",0
"PDCD4",0.000197836395969178
"BBIP1",0
"MIR4680",-0.000108180201541197
"SHOC2",3.70480142264373e-05
"MIR548E",0
"ADRA2A",0
"GPAM",0
"TECTB",0.000143746295198578
"GUCY2GP",0
"ACSL5",0
"ZDHHC6",-8.66923532898645e-05
"VTI1A",0
"MIR4295",0
"TCF7L2",0
"HABP2",0
"NRAP",0
"CASP7",0.000307498518079431
"PLEKHS1",0.000574244220509781
"DCLRE1A",0
"NHLRC2",0
"ADRB1",0
"C10orf118",0.000483847065797274
"MIR2110",0.000427534084173088
"TDRD1",0
"VWA2",0
"AFAP1L2",-1.48192056905749e-05
"RN7SL384P",0
"ABLIM1",0
"FAM160B1",0
"TRUB1",0
"ATRNL1",0
"GFRA1",0
"CCDC172",0.000159306461173682
"PNLIPRP3",-4.44576170717248e-06
"PNLIP",-6.1499703615886e-05
"PNLIPRP1",0.000482365145228216
"PNLIPRP2",0
"C10orf82",0
"HSPA12A",0
"ENO4",0
"KIAA1598",4.07528156490811e-05
"VAX1",5.18672199170123e-06
"MIR3663",0
"KCNK18",7.40960284528747e-05
"SLC18A2",0.000308239478363959
"PDZD8",8.15056312981621e-05
"EMX2OS",0.000131890930646117
"EMX2",0.000220806164789568
"RAB11FIP2",0.000593509187907529
"CASC2",4.66804979253121e-05
"FAM204A",-5.18672199170123e-05
"LINC00867",0
"PRLHR",-3.92708950800236e-05
"CACUL1",0
"EIF3A",0
"NANOS1",0
"FAM45A",6.52045050385297e-05
"SFXN4",0.000328245406046237
"PRDX3",0.000311944279786603
"GRK5",0.000252667457024304
"RN7SL749P",0
"MIR4681",-4.6680497925311e-05
"RGS10",-0.000138559573206876
"TIAL1",0
"BAG3",0.000230438648488441
"INPP5F",5.18672199170123e-06
"RN7SL846P",-2.96384113811499e-05
"MCMBP",0
"SEC23IP",-0.000108921161825727
"MIR4682",0
"PPAPDC1A",0
"C10orf85",0.000517931238885596
"WDR11",-9.70657972732658e-05
"RN7SKP167",0.000175607587433314
"FGFR2",0.000158565500889152
"ATE1",0
"NSMCE4A",-0.000228215767634854
"TACC2",-8.29875518672196e-05
"BTBD16",0
"PLEKHA1",0
"MIR3941",3.70480142264373e-05
"ARMS2",0
"HTRA1",0
"DMBT1",6.37225844694733e-05
"C10orf120",-3.70480142264373e-05
"CUZD1",0
"FAM24B",7.18731475992884e-05
"FAM24A",0
"C10orf88",0
"PSTK",0
"IKZF5",0
"ACADSB",0
"HMX2",9.26200355660933e-05
"HMX3",0
"BUB3",0
"GPR26",0
"CPXM2",-2.51926496739774e-05
"CHST15",0.000243775933609959
"OAT",0
"LHPP",0
"FAM53B",0.000327504445761707
"METTL10",0
"FAM175B",-0.000168938944872555
"ZRANB1",-4.6680497925311e-05
"CTBP2",5.8535862477771e-05
"MIR4296",-3.70480142264373e-06
"TEX36",0
"C10orf137",1.70420865441612e-05
"MMP21",0.000308239478363959
"UROS",0.000238589211618256
"MIR4484",0
"BCCIP",-0.000190426793123888
"DHX32",0
"FANK1",0
"ADAM12",0
"RNA5SP328",1.55601659751037e-05
"LINC00601",0
"C10orf90",0.000179312388855958
"DOCK1",-0.000124481327800831
"FAM196A",0
"NPS",9.63248369887371e-06
"FOXI2",-6.66864256075872e-05
"CLRN3",5.5572021339656e-05
"PTPRE",0
"MKI67",-0.000143005334914048
"MGMT",0
"EBF3",0.000108921161825727
"MIR4297",0.000407528156490813
"LINC00959",0
"GLRX3",0
"MIR378C",0.000242294013040902
"TCERG1L",0.000426052163604033
"PPP2R2D",0
"BNIP3",-0.000404564315352698
"JAKMIP3",0.000142264374629519
"DPYSL4",0
"STK32C",-6.29816241849424e-05
"LRRC27",0
"PWWP2B",-0.000552756372258447
"C10orf91",0.000299347954949614
"INPP5A",-6.4463544754001e-05
"TTC40",0
"GPR123",0
"KNDC1",0
"UTF1",0
"VENTX",-5.40901007705985e-05
"MIR202",9.63248369887382e-05
"ADAM8",4.51985773562535e-05
"TUBGCP2",0
"ZNF511",0
"CALY",-1.77830468286899e-05
"PRAP1",0.000667605216360403
"FUOM",9.18790752815646e-05
"ECHS1",0.000217842323651453
"MIR3944",-0.00031416716064019
"PAOX",-0.000190426793123889
"MTG1",0.000140041493775933
"CYP2E1",0
"FRG2B",0
"SPRN",-0.000320835803200948
"SYCE1",5.18672199170123e-05
"ANO9",0
"ATHL1",-0.000634262003556609
"B4GALNT4",0.000263781861292235
"BET1L",-0.000266004742145821
"IFITM1",0.000597213989330172
"IFITM2",-0.000406787196206284
"IFITM3",0.000602400711321873
"IFITM5",0.000514967397747481
"NLRP6",-0.000179312388855957
"ODF3",0.000235625370480143
"PKP3",0
"PSMD13",0.000317871962062833
"PTDSS2",0.000447540011855366
"RIC8A",0.000249703615886188
"RN7SL838P",0.000300829875518672
"SCGB1C1",0
"SIGIRR",0
"SIRT3",0
"RNH1",-0.000145228215767635
"HRAS",0.000190426793123889
"LRRC56",-0.000110403082394783
"C11orf35",0.000224510966212214
"RASSF7",-5.77949021932433e-05
"MIR210HG",-0.000171902786010669
"MIR210",0.000471991701244814
"PHRF1",0.000111885002963841
"CDHR5",0
"IRF7",0.000182276229994073
"SCT",0.000769116775340843
"DRD4",0
"DEAF1",0.000998073503260225
"EPS8L2",0
"TMEM80",-4.9644339063426e-05
"TALDO1",0.000241553052756373
"PDDC1",7.11321873147597e-05
"CEND1",0
"SLC25A22",9.78067575577945e-05
"PIDD",0
"RPLP2",0
"SNORA52",9.1138114997037e-05
"PNPLA2",9.33609958506221e-05
"CD151",0.000720954356846473
"EFCAB4A",0.00023043864848844
"POLR2L",0.000240071132187315
"TSPAN4",0.000180794309425015
"CHID1",0
"AP2A2",0.000283046828689982
"MUC6",0
"MUC2",0
"MUC5AC",-0.000564611736810907
"MUC5B",0.000194131594546532
"TOLLIP",0.000351215174866627
"BRSK2",0.000609810314167163
"MOB2",0.00113811499703616
"DUSP8",0.00123666271487848
"CTSD",0.00178126852400711
"FAM99A",0.000972880853586248
"FAM99B",0.000706135151155897
"IFITM10",0.000634262003556608
"MIR4298",1.55601659751037e-05
"SYT8",0.0015463841138115
"TNNI2",-0.000236366330764671
"C11orf89",0
"TNNT3",-0.000108921161825727
"MRPL23",-3.2602252519266e-05
"H19",-9.48429164196807e-05
"IGF2",0
"MIR483",0
"INS",5.11262596324835e-05
"MIR4686",0
"TH",0
"ASCL2",-0.000149673977474808
"C11orf21",-0.000293420272673385
"TSPAN32",0.000322317723770006
"RPL26P30",-2.37107291049188e-05
"CD81",0
"TRPM5",0.000227474807350326
"TSSC4",0.000769857735625371
"KCNQ1",0
"KCNQ1OT1",0
"KCNQ1DN",8.96561944279783e-05
"CDKN1C",-0.000357142857142857
"SLC22A18AS",0.000417160640189685
"SLC22A18",0
"PHLDA2",0.000776526378186129
"NAP1L4",0
"SNORA54",0
"CARS",8.96561944279783e-05
"OSBPL5",0
"MRGPRE",0
"MRGPRG",-0.000189685832839359
"ZNF195",0
"TSSC2",0.000617219917012448
"TRPC2",-0.000257854179016004
"ART1",0.000512744516893895
"ART5",0.000366775340841732
"CHRNA10",-0.000240071132187316
"NUP98",0.000411973918197984
"PGAP2",0
"RHOG",0
"MIR4687",0
"STIM1",5.77949021932422e-05
"RRM1",0
"OR52B4",0.000479401304090101
"TRIM21",2.22288085358624e-06
"OR52K2",0
"OR52K1",-0.000148192056905749
"OR52M1",0
"C11orf40",-0.000216360403082394
"OR52I2",0.000500889152341435
"OR52I1",-2.37107291049199e-05
"TRIM68",4.00118553645523e-05
"OR51D1",9.70657972732669e-05
"OR51E1",0.000532750444576172
"OR51E2",0.000181535269709543
"OR51C1P",0.000128927089508003
"MMP26",6.29816241849424e-05
"OR51F1",0.000785417901600477
"OR52R1",0
"OR51F2",-0.00076393005334914
"OR51S1",0
"OR51H1P",0.000679460580912864
"OR51T1",4.6680497925311e-05
"OR51A7",-0.000159306461173682
"OR51G2",0
"OR51G1",0
"OR51A2",-0.000421606401896859
"OR51A4",0
"OR51L1",0.0001778304682869
"OR52J3",0.000168197984588025
"OR52E2",-1.48192056905749e-05
"OR52A4",0.000596473029045643
"OR52A5",3.92708950800236e-05
"OR52A1",-0.000311203319502076
"OR51V1",0
"HBB",-0.000109662122110256
"HBD",0.000560906935388263
"HBBP1",0
"HBG1",-4.59395376407823e-05
"HBG2",0.000305275637225845
"HBE1",7.85417901600471e-05
"OR51B4",0
"OR51B2",0.000274896265560166
"OR51B5",0
"OR51B6",-0.000287492590397154
"OR51M1",0.000713544754001186
"OR51J1",0
"OR51Q1",0
"OR51I1",-0.000261558980438648
"OR51I2",0
"OR52D1",0
"UBQLN3",0.000188944872554832
"UBQLNL",0.000632780082987553
"OR52H1",0
"OR52B6",0.000340100770598697
"TRIM6",0
"TRIM34",-0.000200059276822762
"TRIM5",0
"TRIM22",0
"OR56B1",-0.000401600474214582
"OR52N4",-0.000496443390634261
"OR52N1",0.000452726733847066
"OR52N5",0.000138559573206877
"OR52N2",0
"OR52E6",-7.48369887374045e-05
"OR52E4",8.59513930053346e-05
"OR52E8",0.000273414344991109
"OR56A3",0.000411973918197986
"OR52L1",0.0008350622406639
"OR56A1",0
"OR56A4",-0.000725400118553645
"OR56B4",0
"RNA5SP329",0
"OR52B2",-0.000332691167753409
"OR52W1",0.000308980438648488
"C11orf42",0
"FAM160A2",0
"CNGA4",0.000243034973325431
"CCKBR",-5.92768227622997e-06
"PRKCDBP",-0.000185240071132188
"APBB1",-0.000227474807350325
"SMPD1",0.000843953764078246
"HPX",-0.000124481327800831
"TRIM3",-0.000368998221695317
"ARFIP2",9.33609958506232e-05
"TIMM10B",0.00074021932424422
"DNHD1",0
"RRP8",0.000101511558980439
"ILK",0.00061573799644339
"TAF10",0.000552756372258448
"TPP1",0.000169679905157083
"DCHS1",-0.000235625370480143
"MRPL17",9.11381149970358e-05
"GVINP1",0.000337136929460581
"OR2AG2",-0.000100029638411381
"OR2AG1",0.000109662122110256
"OR6A2",0.000200059276822763
"OR10A5",0.000436425607587434
"OR10A2",-6.66864256075883e-05
"OR10A4",0.000105216360403083
"OR2D2",-0.000157083580320094
"OR2D3",-0.00017116182572614
"ZNF215",0.000148933017190279
"ZNF214",2.96384113811499e-06
"NLRP14",-0.000735773562537049
"RBMXL2",0.000676496739774747
"MIR302E",-7.33550681683459e-05
"SYT9",0
"OLFML1",-0.000304534676941316
"PPFIBP2",0
"CYB5R2",-8.5210432720807e-05
"OVCH2",0.00132335506816834
"OR10AB1P",-0.000454949614700653
"OR5P2",0.000120035566093657
"OR5P3",0.000140782454060462
"OR10A6",-3.55660936573787e-05
"OR10A3",7.11321873147597e-05
"NLRP10",0.000121517486662716
"EIF3F",0.000120035566093657
"TUB",-0.000191908713692945
"RIC3",0.00030749851807943
"LMO1",0.000828393598103141
"STK33",4.00118553645523e-05
"TRIM66",0
"RPL27A",0
"SNORA45",0.00027267338470658
"ST5",0
"RNA5SP330",-0.000502371072910492
"AKIP1",0.000713544754001184
"C11orf16",0
"ASCL3",0.000110403082394784
"TMEM9B",0
"NRIP3",-0.000179312388855957
"SCUBE2",5.92768227623108e-06
"MIR5691",0.000253408417308834
"DENND5A",0
"TMEM41B",-6.29816241849435e-05
"IPO7",0.000311203319502075
"SNORA23",0
"ZNF143",0
"WEE1",0.00108550681683462
"SWAP70",-0.000662418494368702
"RN7SKP50",3.03793716656797e-05
"SBF2",0.000351956135151156
"ADM",0
"AMPD3",9.63248369887371e-06
"RNU6ATAC33P",0.000211914641375223
"MTRNR2L8",0
"RNF141",0
"LYVE1",0
"MRVI1",-0.000395672791938352
"CTR9",4.44576170717248e-05
"EIF4G2",0
"SNORD97",0
"ZBED5",0
"GALNT18",-0.00011188500296384
"CSNK2A3",0.000684647302904564
"MIR4299",0
"USP47",-1.85240071132187e-05
"DKK3",-0.000223029045643153
"MICAL2",0.000266745702430349
"MICALCL",-0.000181535269709544
"PARVA",0.000301570835803201
"TEAD1",0
"LINC00958",0.000209691760521635
"ARNTL",-2.00059276822762e-05
"RN7SKP151",-1.48192056905749e-06
"BTBD10",-0.000123740367516301
"PTH",0.000137818612922348
"FAR1",0
"RNA5SP331",0
"SPON1",0
"RNA5SP332",0
"RRAS2",0.000673532898636633
"COPB1",-9.85477178423233e-05
"PSMA1",0.000512003556609366
"PDE3B",0
"CYP2R1",0
"CALCB",8.52104327208059e-05
"CALCA",0
"INSC",-0.000177830468286899
"SOX6",0
"RN7SL188P",0
"C11orf58",0
"PLEKHA7",-4.07528156490811e-05
"RN7SKP90",2.44516893894486e-05
"OR7E14P",0
"RPS13",0.000379371665678719
"SNORD14A",-0.000700948429164195
"SNORD14B",0
"PIK3C2A",-2.00059276822762e-05
"NUCB2",-0.000131149970361588
"NCR3LG1",-1.18553645524599e-05
"KCNJ11",0.00023117960877297
"ABCC8",-0.000107439241256668
"USH1C",-2.29697688203923e-05
"OTOG",2.00059276822762e-05
"MYOD1",0.00058684054534677
"KCNC1",0.00119813278008299
"SERGEF",-0.000285269709543569
"TPH1",0.000163752222880853
"SAAL1",0.000152637818612923
"SAA3P",0
"MRGPRX3",0
"MRGPRX4",0.000612774155305277
"SAA4",0.000187462951985774
"SAA2",0.000497184350918792
"RNA5SP333",-2.51926496739763e-05
"RNA5SP334",-0.000320835803200948
"SAA1",0
"HPS5",0
"GTF2H1",-0.000164493183165381
"MIR3159",0
"LDHA",0.000400118553645525
"LDHC",0
"LDHAL6A",0.000143005334914048
"TSG101",-1.03734439834025e-05
"UEVLD",0
"SPTY2D1",0
"TMEM86A",0
"IGSF22",0
"PTPN5",2.44516893894486e-05
"MRGPRX1",0
"MRGPRX2",-0.000356401896858329
"ZDHHC13",0.000340100770598695
"CSRP3",-1.03734439834025e-05
"E2F8",0
"NAV2",0
"RNA5SP335",-9.03971547125082e-05
"MIR4486",0.000909158269116775
"MIR4694",0.000506816834617666
"DBX1",0
"HTATIP2",-0.000165975103734439
"PRMT3",0
"SLC6A5",0
"NELL1",0
"RNA5SP336",0.000232661529342028
"RNA5SP337",0.000106698280972141
"ANO5",-0.000142264374629519
"SLC17A6",0
"FANCF",1.85240071132187e-05
"GAS2",0
"RNA5SP338",0.00042605216360403
"SVIP",0.000110403082394784
"CCDC179",0
"LUZP2",-6.29816241849435e-05
"ANO3",-0.000504593953764078
"MUC15",7.33550681683459e-05
"SLC5A12",0.000667605216360403
"FIBIN",0
"BBOX1",0.000277119146413752
"CCDC34",0.00131298162418494
"LGR4",-9.26200355660933e-05
"LIN7C",1.40782454060462e-05
"RNA5SP339",5.11262596324835e-05
"LINC00678",-0.000112625963248371
"BDNF",0
"KIF18A",3.70480142264373e-05
"MIR610",0.000188203912270302
"METTL15",0.000283046828689982
"RN7SKP158",0.00030823947836396
"RN7SL240P",0.000188203912270304
"KCNA4",-0.00010669828097214
"FSHB",-0.000257854179016005
"ARL14EP",0
"MPPED2",0.00066315945465323
"DCDC1",0.000691315945465323
"DNAJC24",0.000102252519264967
"IMMP1L",0.000263040901007707
"ELP4",0.000167457024303497
"PAX6",0.000113366923532898
"RCN1",0
"WT1",-0.000109662122110253
"EIF3M",0.00052163604030824
"CCDC73",0
"PRRG4",0.000423088322465915
"QSER1",-0.000515708358032009
"DEPDC7",0
"TCP11L1",3.26022525192649e-05
"CSTF3",0.00042679312388856
"HIPK3",-0.000215619442797866
"KIAA1549L",6.81683461766447e-05
"C11orf91",0.000292679312388857
"CD59",0.000352697095435684
"FBXO3",3.33432128037936e-05
"LMO2",0.000180053349140485
"CAPRIN1",-0.000122999407231772
"NAT10",0.000246739774748074
"ABTB2",0
"CAT",0
"ELF5",0.000216360403082395
"EHF",7.70598695909897e-05
"APIP",0.000259336099585062
"PDHX",3.18612922347361e-05
"MIR1343",-1.03734439834025e-05
"CD44",-0.000206727919383521
"SLC1A2",0.000687611144042679
"PAMR1",-3.11203319502074e-05
"FJX1",0.00019487255483106
"TRIM44",0.00107957913455839
"LDLRAD3",-0.000217101363366923
"MIR3973",5.77949021932422e-05
"COMMD9",0.000591286307053942
"COMMD9.1",0.000124481327800829
"PRR5L",0
"TRAF6",0
"RAG1",-0.000441612329579135
"RAG2",0
"C11orf74",0.00132780082987552
"LRRC4C",0.000800237107291049
"HNRNPKP3",-0.000463841138114999
"API5",9.26200355660933e-05
"TTC17",0
"RN7SKP287",3.26022525192649e-05
"HSD17B12",0
"MIR670",0
"ALKBH3",0
"C11orf96",-4.66804979253099e-05
"ACCSL",-0.00033195020746888
"ACCS",-9.55838767042083e-05
"EXT2",0
"ALX4",0.000742442205097809
"CD82",-0.000781713100177831
"TSPAN18",0
"TP53I11",-0.000303793716656787
"PRDM11",0
"SYT13",0.000168938944872554
"CHST1",0
"SLC35C1",0.000204505038529935
"CRY2",0
"MAPK8IP1",-0.000592768227623
"C11orf94",0
"PEX16",8.15056312981621e-05
"GYLTL1B",0.000140041493775933
"PHF21A",-1.55601659751037e-05
"CREB3L1",-0.000514226437462951
"DGKZ",-0.000165234143449909
"CHRM4",-5.18672199170123e-06
"MDK",0
"MIR4688",0.000169679905157084
"AMBRA1",0.000313426200355661
"HARBI1",1.77830468286888e-05
"ATG13",0.00021858328393598
"ARHGAP1",0
"ZNF408",0.000381594546532307
"F2",0.000508298755186721
"CKAP5",0.000597213989330174
"MIR5582",0
"LRP4",0
"C11orf49",-8.74333135743921e-05
"ARFGAP2",9.18790752815646e-05
"PACSIN3",0.000134854771784233
"DDB2",-0.000371962062833432
"ACP2",0.000391967990515708
"NR1H3",0.000573503260225251
"MADD",0.000151155898043864
"MYBPC3",0.000178571428571429
"SPI1",5.70539419087124e-05
"MIR4487",0
"SLC39A13",0.000592027267338471
"PSMC3",0.00124851807943094
"RAPSN",0.00033195020746888
"CELF1",3.70480142264262e-06
"RN7SL652P",-0.00102697095435685
"NDUFS3",-0.000197095435684648
"PTPMT1",0
"KBTBD4",0.000294902193242442
"C1QTNF4",0.000201541197391819
"FAM180B",0
"MTCH2",-0.000125222288085359
"AGBL2",0.000296384113811501
"FNBP4",0.000368998221695318
"NUP160",0
"RNA5SP340",0.000103734439834025
"PTPRJ",0.000436425607587432
"MIR3161",-5.92768227622997e-05
"OR4B1",0.000556461173681091
"OR4X2",0.000626852400711322
"OR4X1",-2.59336099585061e-05
"OR4S1",-5.33491404860698e-05
"OR4C3",0.00025489033787789
"OR4A47",0
"OR4C5",0
"TRIM49B",8.89152341434496e-06
"TRIM64C",-0.00027267338470658
"FOLH1",-1.11144042679323e-05
"OR4C13",0
"OR4C12",0
"OR10AG1",0.000436425607587433
"OR4A15",-0.000254149377593361
"OR4A16",-0.000122999407231773
"OR4A5",0
"OR4C11",0
"OR4C15",-0.000256372258446947
"OR4C16",1.4819205690576e-05
"OR4C46",0
"OR4C6",0
"OR4P4",-0.000154860699466509
"OR4S2",0
"OR5AS1",0
"OR5D13",0
"OR5D14",-4.51985773562535e-05
"OR5D16",0.000377148784825133
"OR5D18",2.6674570243036e-05
"OR5F1",0
"OR5I1",0
"OR5J2",0.00046235921754594
"OR5L1",0
"OR5L2",0
"OR5T2",0
"OR5W2",0
"OR8H2",8.66923532898633e-05
"OR8H3",0
"OR8I2",7.11321873147597e-05
"OR8J3",0
"OR8K5",0
"TRIM48",0
"TRIM51HP",0
"TRIM51",-0.00075800237107291
"OR5T3",0
"OR5T1",0
"OR8H1",0
"OR8K3",0
"OR8K1",-7.03912270302309e-05
"OR8J1",0
"OR8U1",0
"OR5R1",0
"OR5M9",-8.00237107291046e-05
"OR5M3",-7.70598695909908e-05
"OR5M8",0.000424570243034973
"OR5M11",0
"OR5M10",0.000147451096621221
"OR5M1",-0.000377148784825133
