"Variable","Importance"
"CASP6",0
"PLA2G12A",1.33372851215174e-05
"CFI",0
"GAR1",0
"RRH",0
"LRIT3",0
"EGF",-0.000280082987551868
"ELOVL6",0
"RN7SL275P",0
"ENPEP",0.000785417901600475
"PITX2",7.63189093064609e-05
"MIR297",0
"C4orf32",0
"AP1AR",0
"TIFA",0.000117071724955542
"ALPK1",0
"NEUROG2",0
"C4orf21",0
"LARP7",0
"MIR302A",0
"MIR302B",0.000120035566093658
"MIR302C",0
"MIR302D",0
"MIR367",0
"ANK2",0
"RN7SL184P",0
"CAMK2D",0
"ARSJ",5.77949021932422e-05
"UGT8",0
"MIR577",-0.000318612922347363
"RN7SL808P",0
"NDST4",0
"MTRNR2L13",-0.000914344991108477
"TRAM1L1",0
"NT5C3AP1",0
"NDST3",0
"SNHG8",0
"PRSS12",0
"CEP170P1",0
"METTL14",0
"SEC24D",-9.33609958506221e-05
"SYNPO2",0
"MYOZ2",0
"USP53",0
"C4orf3",0
"FABP2",2.96384113811499e-05
"PDE5A",-0.000317871962062832
"MAD2L1",0
"PRDM5",0
"NDNF",0
"RN7SKP137",-4.00118553645523e-05
"TNIP3",0
"QRFPR",0
"ANXA5",0
"SMIM43",0
"EXOSC9",0
"CCNA2",0
"BBS7",0
"TRPC3",-8.29875518672196e-05
"RN7SL335P",8.15056312981621e-05
"KIAA1109",0
"ADAD1",0
"IL2",-0.000154119739181979
"IL21",0
"BBS12",0
"FGF2",0.000475696502667458
"NUDT6",-0.000171161825726142
"SPATA5",0
"SPRY1",0
"ANKRD50",0
"FAT4",0
"INTU",0
"SLC25A31",0
"HSPA4L",0
"PLK4",0
"MFSD8",0
"C4orf29",0
"LARP1B",0
"PGRMC2",0
"PHF17",0
"SCLT1",0
"C4orf33",0
"RNY5P4",0
"RN7SL205P",0
"PCDH10",0
"PABPC4L",0
"LINC00613",0
"PCDH18",0
"LINC00616",0
"SLC7A11",0
"LINC00498",0
"LINC00499",0
"LINC00500",0
"CCRN4L",0
"ELF2",0
"RN7SL382P",0
"RN7SL311P",0
"MGARP",0
"NDUFC1",0
"NAA15",0
"RAB33B",0
"SETD7",0
"MGST2",0
"RN7SKP237",0
"MAML3",0
"RN7SKP253",0
"SCOC",0
"CLGN",0
"ELMOD2",0
"UCP1",0
"RN7SL152P",0
"TBC1D9",0
"RNF150",0
"ZNF330",0
"IL15",0
"INPP4B",0
"USP38",0
"GAB1",0
"MIR3139",-7.70598695909897e-05
"SMARCA5",0
"GUSBP5",0
"FREM3",0
"GYPA",0
"GYPB",0
"GYPE",0
"HHIP",0
"ANAPC10",0
"RN7SKP235",0
"ABCE1",0
"OTUD4",-0.000117071724955542
"SMAD1",-0.000111885002963841
"MMAA",-0.000177089508002372
"C4orf51",0
"ZNF827",0
"LSM6",0
"SLC10A7",0
"POU4F2",0
"TTC29",0
"MIR548G",0
"EDNRA",0
"TMEM184C",0
"PRMT10",0
"ARHGAP10",0.000205245998814464
"RNA5SP165",0
"MIR4799",-8.81742738589209e-05
"RN7SL254P",6.66864256075872e-05
"NR3C2",0
"RNA5SP166",0
"RNA5SP167",0
"DCLK2",0
"LRBA",0
"MAB21L2",0
"RNA5SP168",-8.00237107291046e-05
"RPS3A",8.37285121517484e-05
"SH3D19",0
"SNORD73A",0
"PRSS48",-0.000292679312388856
"FAM160A1",0
"RN7SKP35",0
"PET112",0
"RNA5SP169",9.18790752815646e-05
"RN7SL446P",0
"FBXW7",-0.000102993479549496
"MIR3140",0
"MIR4453",0.000120035566093657
"TMEM154",0
"TIGD4",0
"ARFIP1",0
"FHDC1",0.000120776526378186
"TRIM2",0
"MND1",0
"RN7SL419P",2.96384113811499e-06
"KIAA0922",0
"TLR2",0
"RNF175",0
"SFRP2",0
"DCHS2",0
"PLRG1",0
"FGB",0
"FGA",0
"FGG",0
"LRAT",0
"RBM46",-0.000157824540604624
"NPY2R",6.66864256075872e-06
"MAP9",0
"GUCY1A3",0
"GUCY1B3",0
"ASIC5",0
"TDO2",0
"CTSO",0
"PDGFC",-8.81742738589209e-05
"GLRB",0
"GRIA2",0
"FAM198B",0
"TMEM144",4.37166567871972e-05
"RXFP1",0.000380853586247778
"C4orf46",0
"ETFDH",0
"PPID",0
"FNIP2",-6.66864256075872e-05
"C4orf45",0
"RAPGEF2",0
"FSTL5",0
"NAF1",0
"NPY1R",0
"NPY5R",0
"TKTL2",0
"TMA16",0
"MARCH1",0
"RN7SKP105",0.000487551867219917
"FAM218A",0
"TRIM61",0
"TRIM60",0
"TMEM192",0
"KLHL2",0
"MSMO1",0
"CPE",0
"MIR578",0
"TLL1",0
"RNA5SP170",0
"SPOCK3",0
"RNA5SP171",0
"RN7SL776P",0
"RN7SKP188",0
"ANXA10",0
"DDX60",0
"DDX60L",0
"PALLD",-0.000117812685240072
"CBR4",0
"RNY4P17",6.29816241849435e-05
"SH3RF1",0
"NEK1",0
"CLCN3",0
"C4orf27",0
"MFAP3L",0
"AADAT",0
"HSP90AA6P",0
"RNU6ATAC13P",-2.29697688203911e-05
"GALNTL6",0
"RN7SL253P",0
"GALNT7",0
"MIR548T",0
"HMGB2",0
"SAP30",0
"SCRG1",0
"HAND2",0
"FBXO8",0
"CEP44",5.33491404860698e-05
"MIR4276",0
"HPGD",0
"GLRA3",0
"ADAM29",-5.03852993479548e-05
"GPM6A",0
"WDR17",0
"SPATA4",0
"ASB5",-0.000417901600474215
"SPCS3",0
"VEGFC",0
"RN7SKP136",0
"NEIL3",0
"AGA",0
"RNA5SP172",0
"RNA5SP173",0
"LINC00290",0
"RN7SKP13",0
"TENM3",0
"MIR1305",0
"DCTD",0
"FAM92A1P2",0
"RN7SKP67",0
"WWC2",0
"CLDN22",0
"CLDN24",0
"CDKN2AIP",3.92708950800236e-05
"ING2",0
"ENPP6",0
"RWDD4",-5.92768227622997e-06
"STOX2",0
"TRAPPC11",0
"RN7SL28P",-0.000105216360403082
"IRF2",0
"SNORD79",0
"CASP3",0
"CCDC111",0
"MLF1IP",0
"ACSL1",0.000129668049792532
"HELT",0.000210432720806164
"KIAA1430",0
"LRP2BP",0
"MIR3945",-0.00043197984588026
"MIR4455",0
"SLC25A4",0
"SNX25",0
"ANKRD37",0
"UFSP2",0
"C4orf47",0
"CCDC110",0
"PDLIM3",0
"SORBS2",0
"TLR3",-0.000127445168938944
"FAM149A",0
"CYP4V2",0
"KLKB1",0
"F11",0
"MTNR1A",0
"FAT1",0
"DUX4L2",0
"DUX4L3",0
"DUX4L4",0
"DUX4L5",0
"DUX4L6",0
"DUX4L7",0
"DUX4",0
"FRG1",0
"FRG2",-9.48429164196796e-05
"HSP90AA4P",0
"RNA5SP174",0
"RNA5SP175",0
"TRIML1",0
"TRIML2",0
"ZFP42",0
"AHRR",1.48192056905749e-06
"BRD9",0
"C5orf55",0
"CCDC127",0.000292679312388856
"CEP72",0
"EXOC3",-2.81564908120924e-05
"LRRC14B",0
"MIR4456",4.51985773562535e-05
"PDCD6",0
"PLEKHG4B",0
"SDHA",0
"SLC9A3",0
"TPPP",-0.000403823355068168
"TRIP13",-0.000488292827504446
"ZDHHC11B",0
"ZDHHC11",0
"NKD2",0
"MIR4635",0
"SLC12A7",0
"SLC6A18",0.000446058091286307
"SLC6A19",0
"TERT",0
"MIR4457",0
"CLPTM1L",0
"SLC6A3",-0.000205986959098993
"IRX4",0
"LPCAT1",0
"MIR4277",0
"MRPL36",0
"NDUFS6",0
"SDHAP3",-1.33372851215174e-05
"C5orf38",0
"IRX2",0
"IRX1",0
"RN7SKP73",0
"ADAMTS16",0
"KIAA0947",0
"MED10",-6.89093064611734e-05
"UBE2QL1",0
"NSUN2",0
"SRD5A1",6.37225844694722e-05
"PAPD7",0
"RN7SKP79",0.000133372851215174
"RNA5SP176",-8.89152341434496e-06
"ADCY2",0
"C5orf49",0
"MTRR",0
"FASTKD3",0.000254149377593361
"MIR4458",0
"SEMA5A",0
"MIR4636",0
"SNORD123",-5.18672199170123e-06
"TAS2R1",0
"RNA5SP177",0
"FAM173B",0
"CCT5",0
"CMBL",0
"MARCH6",0
"ROPN1L",0
"ANKRD33B",0
"DAP",0
"CTNND2",-5.11262596324846e-05
"CT49",0.000306757557794901
"DNAH5",0
"TRIO",0
"FAM105A",0
"FAM105B",-5.11262596324835e-05
"ANKH",0
"MIR4637",0
"FBXL7",0
"MIR887",0
"RNA5SP178",0
"MARCH11",0
"ZNF622",0
"FAM134B",0.000102252519264968
"MYO10",0
"RNA5SP179",0
"BASP1",0
"RNA5SP180",0
"FTH1P10",0
"RN7SKP133",0
"RN7SL58P",0
"CDH18",0
"GUSBP1",0
"CDH12",0.000108921161825726
"PMCHL1",-8.22465915826909e-05
"PRDM9",-3.40841730883235e-05
"C5orf17",0.000235625370480143
"CDH10",0.000194872554831061
"SNORD29",0
"CDH9",0
"RN7SKP207",0
"CDH6",7.85417901600471e-05
"DROSHA",-0.000277860106698281
"C5orf22",0
"PDZD2",0
"MIR4279",0
"GOLPH3",2.00059276822762e-05
"MTMR12",0
"ZFR",5.48310610551273e-05
"MIR579",0
"SUB1",-2.51926496739774e-05
"NPR3",9.70657972732669e-05
"TARS",0
"ADAMTS12",0
"RXFP3",0
"AMACR",0
"C1QTNF3",0
"RAI14",0
"SLC45A2",0
"TTC23L",-4.74214582098398e-05
"RAD1",0.000225992886781268
"BRIX1",0
"DNAJC21",0.000102252519264967
"AGXT2",-0.000179312388855958
"PRLR",0
"SPEF2",0
"IL7R",0
"CAPSL",0
"UGT3A1",0.000151155898043865
"UGT3A2",0
"LMBRD2",0
"MIR580",-1.77830468286899e-05
"SKP2",0
"NADK2",0.000170420865441612
"RANBP3L",0
"RNA5SP181",4.07528156490811e-05
"SLC1A3",-4.00118553645534e-05
"NIPBL",0
"C5orf42",-2.96384113811499e-05
"RN7SL37P",0
"NUP155",0
"WDR70",0
"GDNF",6.1499703615886e-05
"EGFLAM",-3.92708950800236e-05
"LIFR",0
"MIR3650",0
"OSMR",0
"RICTOR",-2.44516893894486e-05
"FYB",0
"C9",0
"DAB2",0.000284528749259039
"LINC00603",0
"LINC00604",0
"PTGER4",0
"TTC33",0
"PRKAA1",0.000127445168938946
"RPL37",0
"SNORD72",0
"CARD6",0
"C7",0.000120776526378187
"MROH2B",0
"C6",-0.000123740367516302
"PLCXD3",-7.70598695909908e-05
"OXCT1",0
"C5orf51",0
"FBXO4",0
"GHR",0
"CCDC152",0
"SEPP1",0.000283787788974512
"ANXA2R",-1.77830468286899e-05
"ZNF131",0
"NIM1",0
"HMGCS1",0
"CCL28",0
"C5orf28",0
"C5orf34",3.11203319502074e-05
"PAIP1",0
"NNT",0
"FGF10",0
"RN7SL383P",0
"MRPS30",-0.000100029638411382
"HCN1",0
"EMB",0
"PARP8",0
"ISL1",0
"RNA5SP182",0
"ITGA1",0
"PELO",0
"ITGA2",0
"MOCS2",0
"FST",0
"NDUFS4",1.11144042679312e-05
"ARL15",0
"MIR581",0
"RN7SL801P",0
"MIR4459",0
"HSPB3",0
"SNX18",0
"ESM1",0
"GZMK",0
"GZMA",0
"CDC20B",0
"GPX8",0
"MIR449A",0
"MIR449B",0
"MIR449C",0
"MCIDAS",0
"CCNO",0
"DHX29",0
"SKIV2L2",0
"PPAP2A",0
"MIR5687",0
"SLC38A9",0
"DDX4",0
"RNA5SP183",1.25963248369887e-05
"IL31RA",0
"IL6ST",0
"ANKRD55",0
"RNA5SP184",0
"RNA5SP185",0
"RNU6ATAC2P",0
"MAP3K1",-0.000799496147006521
"SETD9",0
"MIER3",-1.25963248369887e-05
"GPBP1",0
"ACTBL2",0
"PLK2",0
"GAPT",0
"MIR548AE2",-5.92768227622997e-05
"RAB3C",0
"PDE4D",0
"MIR582",0
"FKSG52",0
"PART1",0
"DEPDC1B",0
"ELOVL7",0
"ERCC8",0
"NDUFAF2",0
"SMIM15",0
"ZSWIM6",0
"C5orf64",0
"RN7SKP157",-0.000429016004742145
"KIF2A",5.03852993479548e-05
"DIMT1",0
"IPO11",-5.92768227622997e-06
"LRRC70",0
"HTR1A",5.92768227622997e-06
"RNF180",0.000512744516893895
"RGS7BP",0
"RN7SL169P",0
"FAM159B",0
"SREK1IP1",0
"CWC27",-0.000163011262596324
"ADAMTS6",-5.92768227622997e-05
"CENPK",0
"PPWD1",0
"TRIM23",0
"TRAPPC13",0
"SGTB",0.000289715471250741
"NLN",0.000198577356253704
"ERBB2IP",0
"SREK1",0
"MAST4",-6.22406639004147e-05
"CD180",0.00040308239478364
"PIK3R1",0
"SLC30A5",0
"CCNB1",0
"CENPH",-0.000204505038529934
"MRPS36",0
"CDK7",0
"CCDC125",0
"TAF9",0.000389745109662122
"RAD17",0
"MARVELD2",0.000186721991701245
"GTF2H2B",0
"GTF2H2C",0
"GTF2H2",0
"GUSBP3",0
"NAIP",0
"OCLN",2.22288085358624e-05
"RN7SL616P",0
"SERF1A",0.000315649081209247
"SERF1B",0.000186721991701245
"SMN1",0
"SMN2",0
"PMCHL2",2.59336099585061e-05
"BDP1",0
"MCCC2",0
"CARTPT",0
"MAP1B",0
"MIR4803",0
"MRPS27",0
"RN7SL153P",0
"PTCD2",0.000879519857735624
"ZNF366",0
"TNPO1",0
"MIR4804",0
"FCHO2",0
"TMEM171",-0.000501630112625963
"TMEM174",0
"FOXD1",0
"BTF3",0
"ANKRA2",-7.63189093064609e-05
"UTP15",0
"ARHGEF28",0
"RN7SL814P",0.000358624777711914
"ENC1",0
"HEXB",0
"GFM2",0
"NSA2",0
"FAM169A",0
"GCNT4",0
"ANKRD31",0
"COL4A3BP",2.74155305275636e-05
"HMGCR",0
"POLK",0
"ANKDD1B",0
"POC5",0
"SV2C",6.07587433313583e-05
"RNA5SP186",0
"IQGAP2",-0.000502371072910491
"F2RL2",3.70480142264373e-05
"F2R",0
"F2RL1",0
"RN7SL208P",0
"S100Z",-7.55779490219333e-05
"RNU6ATAC36P",0.000263040901007707
"CRHBP",0
"AGGF1",-1.03734439834013e-05
"ZBED3",0
"SNORA47",0
"PDE8B",0
"WDR41",0
"OTP",0.000569057498518081
"TBCA",0
"AP3B1",0
"SCAMP1",0.000205986959098993
"LHFPL2",0
"ARSB",0
"DMGDH",0.000185981031416715
"BHMT2",0
"BHMT",0
"RNY3P1",0
"JMY",0
"HOMER1",0
"PAPD4",0
"CMYA5",0
"MTX3",0
"THBS4",0
"SERINC5",0
"SPZ1",0
"ZFYVE16",0
"FAM151B",0.000246739774748074
"ANKRD34B",0
"DHFR",0.000110403082394783
"MTRNR2L2",0
"MSH3",0
"RASGRF2",0.000194872554831061
"CKMT2",0
"ZCCHC9",2.74155305275647e-05
"ACOT12",0
"SSBP2",-2.51926496739774e-05
"ATG10",-0.00023636633076467
"RN7SL378P",-7.70598695909908e-05
"RPS23",0
"ATP6AP1L",0.00010077059869591
"TMEM167A",0
"XRCC4",-0.000664641375222288
"VCAN",0
"HAPLN1",0
"RN7SKP295",0
"EDIL3",0
"NBPF22P",0
"COX7C",0
"MIR3607",0
"RN7SKP34",0
"MIR4280",0
"RASA1",-0.000357142857142857
"RN7SL629P",0
"CCNH",8.66923532898633e-05
"TMEM161B",0
"RNA5SP187",0.000113366923532899
"LINC00461",-0.000130409010077061
"MEF2C",2.66745702430349e-05
"MIR3660",0.000266004742145821
"CETN3",0
"MBLAC2",-8.29875518672196e-05
"POLR3G",0.000849881446354476
"LYSMD3",0
"GPR98",0
"LUCAT1",-0.000411232957913457
"ARRDC3",0.000166716064018969
"NR2F1",0
"FAM172A",0
"MIR2277",-8.15056312981621e-06
"POU5F2",-3.85299347954948e-05
"KIAA0825",0
"ANKRD32",0
"MCTP1",-0.000194131594546533
"FAM81B",0.000207468879668049
"TTC37",0
"ARSK",0.000223029045643154
"GPR150",-8.15056312981621e-06
"RFESD",0.000141523414344991
"SPATA9",0
"RHOBTB3",0
"GLRX",0.000477919383521043
"C5orf27",-0.000180794309425014
"ELL2",0
"MIR583",-0.000307498518079431
"PCSK1",-8.29875518672196e-05
"CAST",0
"ERAP1",-0.000365293420272673
"ERAP2",0.000191167753408419
"LNPEP",0
"LIX1",0
"RIOK2",-3.55660936573798e-05
"RGMB",0
"CHD1",0
"FAM174A",0
"RN7SKP62",-0.000191167753408418
"ST8SIA4",0
"MIR548P",0
"RN7SL802P",-5.8535862477771e-05
"RNA5SP188",0.00154267931238886
"SLCO4C1",0
"RN7SKP68",0.000992886781268525
"SLCO6A1",0.000427534084173088
"LINC00492",0
"LINC00491",0
"PAM",0
"GIN1",0
"PPIP5K2",0.000122999407231773
"C5orf30",0
"NUDT12",0
"RN7SL255P",-1.48192056905749e-06
"RNA5SP189",0
"EFNA5",1.63011262596324e-05
"RN7SL782P",-0.000369739181979845
"RN7SKP122",0.000250444576170719
"FBXL17",0
"FER",0
"PJA2",0
"MAN2A1",0.000163752222880854
"RN7SKP230",-0.00017116182572614
"TMEM232",0
"MIR548F3",0.000215619442797865
"SLC25A46",2.81564908120924e-05
"TSLP",-0.000131149970361588
"WDR36",0
"CAMK4",0
"STARD4",0.000289715471250741
"NREP",0
"RN7SKP57",0
"EPB41L4A",0.000244516893894486
"SNORA13",-0.000430497925311201
"APC",0
"SRP19",0
"REEP5",0
"ZRSR1",0
"DCP2",-0.000229697688203913
"MCC",-0.00032602252519265
"TSSK1B",0
"RNU4ATAC13P",6.4463544754001e-05
"YTHDC2",0.000583135743924127
"RN7SKP89",-0.000345287492590396
"KCNN2",7.40960284528747e-06
"TRIM36",0
"PGGT1B",-8.00237107291058e-05
"CCDC112",-0.000151155898043865
"FEM1C",0
"TICAM2",0
"TMED7",0
"CDO1",-0.000199318316538233
"ATG12",0
"AP3S1",-0.000154860699466508
"AQPEP",9.55838767042083e-05
"ARL14EPL",0
"COMMD10",-0.000111144042679312
"SEMA6A",-0.000134113811499702
"DTWD2",0
"DMXL1",0
"MIR5706",-7.40960284528747e-07
"TNFAIP8",0
"RN7SL174P",0
"RNA5SP190",0
"HSD17B4",0
"FAM170A",0
"PRR16",0
"FTMT",-0.000576467101363368
"SRFBP1",0
"LOX",0
"ZNF474",0
"SNCAIP",0
"SNX2",0
"SNX24",0
"PPIC",0
"RN7SL689P",0
"RN7SL711P",0
"PRDM6",0.000166716064018968
"CEP120",0
"CSNK1G3",0
"ZNF608",0
"RN7SKP117",-0.000332691167753408
"GRAMD3",0
"ALDH7A1",0
"PHAX",0
"C5orf48",0
"LMNB1",0
"MARCH3",-7.40960284528747e-07
"C5orf63",6.59454653230585e-05
"MEGF10",0
"PRRC1",0
"CTXN3",4.22347362181397e-05
"SLC12A2",0
"FBN2",0
"SLC27A6",0
"ISOC1",0
"MIR4633",0
"MIR4460",-3.63070539419086e-05
"ADAMTS19",0
"KIAA1024L",0
"CHSY3",0
"RNU6ATAC10P",0
"RNA5SP191",0
"HINT1",0
"LYRM7",4.44576170717259e-05
"CDC42SE2",0.000126704208654416
"RAPGEF6",0.000537196206283343
"FNIP1",0
"ACSL6",0
"IL3",0
"CSF2",0
"P4HA2",0
"PDLIM4",1.63011262596324e-05
"SLC22A4",0
"MIR3936",0.000122999407231772
"SLC22A5",8.89152341434496e-05
"C5orf56",2.9638411381151e-05
"IRF1",0
"IL5",1.33372851215174e-05
"RAD50",0
"IL13",1.11144042679312e-05
"IL4",0
"KIF3A",0
"CCNI2",0
"SEPT8",0
"SOWAHA",3.18612922347372e-05
"SHROOM1",0.000130409010077059
"RNA5SP192",0.000294902193242442
"GDF9",0.000187462951985774
"UQCRQ",-3.40841730883223e-05
"LEAP2",0
"AFF4",0
"ZCCHC10",0.000118553645524601
"HSPA4",0
"FSTL4",0
"C5orf15",-5.92768227622997e-05
"VDAC1",0
"TCF7",0
"SKP1",0
"PPP2CA",0
"CDKL3",0
"MIR3661",0
"UBE2B",2.22288085358624e-06
"CDKN2AIPNL",0
"RN7SL541P",0
"PHF15",0
"SAR1B",0
"SEC24A",0
"CAMLG",0
"DDX46",0
"C5orf24",0
"TXNDC15",0
"PCBD2",-1.63011262596324e-05
"MIR4461",0
"CATSPER3",-2.00059276822762e-05
"PITX1",-0.000326022525192649
"H2AFY",0
"C5orf20",0
"TIFAB",0
"NEUROG1",0
"CXCL14",0
"MIR5692C1",0
"SLC25A48",0
"IL9",-0.000323058684054535
"LECT2",-6.22406639004147e-05
"FBXL21",0
"TGFBI",0
"SMAD5",0
"TRPC7",0
"RNA5SP193",0
"SPOCK1",0
"KLHL3",0
"MIR874",0
"HNRNPA0",-8.15056312981621e-06
"NPY6R",-0.000372703023117961
"MYOT",0
"PKD2L2",-0.000298606994665085
"FAM13B",0
"WNT8A",3.33432128037936e-05
"NME5",0
"BRD8",-7.85417901600471e-05
"KIF20A",-0.000211173681090694
"CDC23",0
"GFRA3",0
"CDC25C",0
"FAM53C",0
"KDM3B",0.000126704208654416
"REEP2",0.000140782454060463
"EGR1",0
"ETF1",0
"HSPA9",0
"CTNNA1",0
"LRRTM2",4.29756965026684e-05
"SIL1",-8.89152341434496e-06
"RNA5SP194",0
"MATR3",-7.48369887374034e-05
"SNORA74A",0
"RNA5SP195",0
"RN7SKP64",0
"PAIP2",-0.000262299940723177
"SLC23A1",8.96561944279783e-05
"MZB1",4.81624184943685e-05
"PROB1",0
"SPATA24",0
"DNAJC18",-0.000104475400118553
"ECSCR",0
"TMEM173",0
"UBE2D2",0
"CXXC5",0
"PSD2",0
"NRG2",0
"PURA",-1.63011262596324e-05
"IGIP",0
"CYSTM1",0
"PFDN1",0
"HBEGF",0
"SLC4A9",0
"ANKHD1",-2.88974510966211e-05
"SRA1",0
"EIF4EBP3",0
"APBB3",0
"SLC35A4",0
"CD14",0
"NDUFA2",0
"TMCO6",-0.000273414344991107
"IK",0
"MIR3655",0
"WDR55",-0.000226733847065798
"DND1",0
"HARS",-0.000179312388855957
"HARS2",0
"ZMAT2",0
"PCDHA1",0
"PCDHA2",0
"PCDHA3",0
"PCDHA4",-7.26141078838172e-05
"PCDHA10",0
"PCDHA11",-0.000105216360403082
"PCDHA14",0
"PCDHA5",0
"PCDHA6",0
"PCDHA7",0
"PCDHA8",0
"PCDHA9",0
"PCDHA12",4.22347362181386e-05
"PCDHA13",0
"PCDHAC1",0
"PCDHAC2",0
"PCDHB1",0
"PCDHB2",0
"PCDHB3",3.70480142264373e-06
"PCDHB17",0
"PCDHB4",0
"PCDHB5",0
"PCDHB6",0
"PCDHB7",0
"PCDHB16",0
"PCDHB8",0
"PCDHB10",0
"PCDHB11",0
"PCDHB12",0
"PCDHB13",0
"PCDHB14",0
"PCDHB18",0
"PCDHB15",0
"SLC25A2",0
"TAF7",0
"PCDHGA1",0
"PCDHGA2",0
"PCDHGA3",0
"PCDHGB1",-0.000351215174866627
"PCDHGA4",0
"PCDHGB2",0
"PCDHGA5",0
"PCDHGB3",0
"PCDHGA6",-3.03793716656775e-05
"PCDHGA7",0
"PCDHGB4",0
"PCDHGA8",-0.000153378778897452
"PCDHGA9",0
"PCDHGA10",0
"PCDHGA11",0
"PCDHGB6",0
"PCDHGB7",0
"PCDHGB8P",0
"PCDHGA12",0
"PCDHGC3",0
"PCDHGC4",0
"PCDHGC5",-1.48192056905749e-06
"DIAPH1",0
"HDAC3",0
"RELL2",0
"FCHSD1",0
"ARAP3",0
"PCDH1",3.55660936573798e-05
"KIAA0141",0
"PCDH12",0
"RNF14",0
"GNPDA1",0
"NDFIP1",0
"SPRY4",0
"FGF1",0
"ARHGAP26",1.85240071132187e-05
"NR3C1",1.55601659751037e-05
"MIR5197",0
"HMHB1",-2.44516893894486e-05
"RN7SL87P",0
"YIPF5",0
"KCTD16",0
"RN7SKP246",0
"PRELID2",-0.000494961470065205
"GRXCR2",0
"SH3RF2",0
"PLAC8L1",0
"LARS",0.000107439241256668
"RBM27",0
"POU4F3",0
"TCERG1",0
"GPR151",0
"RNA5SP196",0
"PPP2R2B",0
"RN7SL791P",-4.89033787788973e-05
"STK32A",0
"DPYSL3",0
"JAKMIP2",0
"SPINK1",-0.000580171902786011
"SCGB3A2",-0.000102252519264967
"C5orf46",-2.59336099585061e-05
"SPINK5",0.000187462951985774
"SPINK14",0
"SPINK6",0
"SPINK13",0
"SPINK7",0
"SPINK9",0
"FBXO38",0
"HTR4",0
"ADRB2",-0.000567575577949022
"SH3TC2",0
"MIR584",0
"RN7SKP145",0
"ABLIM3",0
"AFAP1L1",-0.000474955542382929
"GRPEL2",0
"PCYOX1L",0
"IL17B",0
"MIR143HG",0
"MIR143",0
"MIR145",0
"CSNK1A1",0
"ARHGEF37",-5.92768227622997e-06
"RN7SL868P",3.70480142264373e-06
"MIR378A",0
"PPARGC1B",0.000173384706579728
"PDE6A",0
"SLC26A2",0.000108921161825726
"TIGD6",-3.70480142264373e-06
"HMGXB3",0
"CSF1R",0
"PDGFRB",0
"CDX1",0
"SLC6A7",-4.6680497925311e-05
"CAMK2A",3.63070539419097e-05
"ARSI",0
"TCOF1",0
"CD74",-0.000226733847065798
"RPS14",0
"NDST1",0
"SYNPO",-0.00020672791938352
"MYOZ3",0
"RBM22",0
"DCTN4",0
"SMIM3",0
"IRGM",0
"ZNF300",0
"ZNF300P1",-2.29697688203911e-05
"GPX3",0
"TNIP1",0
"ANXA6",0
"CCDC69",0
"GM2A",0
"SLC36A3",0
"SLC36A2",0.00027860106698281
"SLC36A1",-1.33372851215174e-05
"RNA5SP197",-0.000144487255483106
"FAT2",0
"SPARC",0
"RN7SKP232",0
"ATOX1",0
"G3BP1",0
"GLRA1",0
"RNA5SP198",0
"NMUR2",0
"GRIA1",0
"RN7SL177P",0
"FAM114A2",4.44576170717259e-05
"MFAP3",0
"GALNT10",0
"MIR1294",-4.44576170717248e-05
"RN7SL655P",0
"SAP30L",0
"HAND1",6.96502667457033e-05
"MIR3141",0
"MIR1303",0
"LARP1",0
"FAXDC2",0
"MIR378H",0
"CNOT8",0
"GEMIN5",0
"MRPL22",0
"KIF4B",-1.92649673977474e-05
"RNA5SP199",0
"SGCD",0
"TIMD4",0
"HAVCR1",0
"HAVCR2",0
"MED7",0
"ITK",2.51926496739774e-05
"FAM71B",0
"CYFIP2",0
"FNDC9",0
"ADAM19",0
"NIPAL4",0
"SOX30",0
"C5orf52",0
"THG1L",0
"LSM11",0
"CLINT1",4.9644339063426e-05
"EBF1",0
"RNF145",0
"UBLCP1",0
"IL12B",0
"RNU4ATAC2P",0
"ADRA1B",0
"TTC1",0
"PWWP2A",0
"FABP6",0
"CCNJL",0
"C1QTNF2",0
"C5orf54",0
"SLU7",0
"PTTG1",-9.03971547125071e-05
"MIR146A",-0.000238589211618258
"MIR3142",0
"ATP10B",0
"GABRB2",-0.000227474807350326
"GABRA6",0
"GABRA1",0
"GABRG2",0
"CCNG1",0
"NUDCD2",0
"HMMR",0
"MAT2B",0.000186721991701245
"RN7SKP60",0
"TENM2",0
"WWC1",0
"RARS",0
"FBLL1",-3.63070539419086e-05
"PANK3",0
"MIR103A1",0
"SLIT3",0
"MIR585",0
"SPDL1",0
"DOCK2",0
"FAM196B",0
"MIR378E",0
"FOXI1",0
"C5orf58",0
"LCP2",0
"KCNIP1",-0.000134854771784232
"KCNMB1",0
"MIR4454",0
"GABRP",0
"RANBP17",0
"RN7SL623P",0
"TLX3",-2.96384113811499e-05
"RN7SL339P",0
"MIR3912",0
"NPM1",0
"FGF18",0
"C5orf50",1.03734439834025e-05
"FBXW11",0
"EFCAB9",0
"STK10",0
"UBTD2",0
"SH3PXD2B",0
"NEURL1B",0
"MIR5003",0
"DUSP1",0
"ERGIC1",0
"RPL26L1",0
"ATP6V0E1",0
"SNORA74B",-0.000155601659751037
"CREBRF",0
"BNIP1",0
"RNA5SP200",0
"STC2",0
"BOD1",0
"CPEB4",0
"C5orf47",0
"MIR4634",-1.63011262596324e-05
"MSX2",0
"DRD1",-0.000199318316538234
"SFXN1",0
